Product SKU,Warranty
URG0024,"<div id=""how-to-text""> <p>Start by using the set 1-3 times a week due to high concetration of Yuja being rich in Vitamin C</p> <p><span style=""text-decoration: underline;"">For combination skin:</span></p> <p>After cleansing, apply Urang Rose essence. Wait to 2 minutes for the product to be fully absorbed. Then apply a few drops of of Urang Yula Ampoule. Finish with a lotion or a lightweight moisturiser.</p> <p><span style=""text-decoration: underline;"">For oily skin:</span></p> <p>After cleansing, apply Urang Rose essence. Wait to 2 minutes for the product to be fully absorbed. Then apply a few drops of of Urang Yula Ampoule. Finish with a face lotion.</p> <p><span style=""text-decoration: underline;"">Normal to dry skin:</span></p> <p>After cleansing and toning the skin, apply Urang Rose essence. Wait to 2 minutes for the product to be fully absorbed. Then apply a few drops of Urang Yuja Ampoule. Finish with a moisturiser.</p> <p>RECOMMENDATIONS: </p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p> </div> <div id=""ingredients-text""> <p>Please refer to the individual product.</p> <p></p><p>Ingredients are subject to change at the manufacturer&rsquo;s discretion.</p> <p>For the most complete and up-to-date list of ingredients, refer to the product packaging.</p> </div>"
CSRX043,"<div id=""how-to-text""> <p>Apply essence on clean skin. Apply eye cream on under eye area. Follow up with a moisturiser.</p> <p></p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p> </div> <div id=""ingredients-text""> <p>Please refer to the individual product.</p> <p></p><p>Ingredients are subject to change at the manufacturer&rsquo;s discretion.</p> <p>For the most complete and up-to-date list of ingredients, refer to the product packaging.</p> </div>"
CSRX044,"<div id=""how-to-text""> <p>Use twice a day. After cleansing apply the toner. Follow up with the ampoule. Finish the routine with a moisturiser.</p> <p></p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p> </div> <div id=""ingredients-text""> <p>Please refer to the individual product.</p> <p></p><p>Ingredients are subject to change at the manufacturer&rsquo;s discretion.</p> <p>For the most complete and up-to-date list of ingredients, refer to the product packaging.</p> </div>"
CSRX045,COSRX  COSRX Hydrating Set
CSRX046,"<div id=""how-to-text""> <p>Apply a toner on a clean face. Follow up with an ampoule and lock everything with a moisturiser.</p> <p></p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p> </div> <div id=""ingredients-text""> <p>Please refer to the individual product.</p> <p></p><p>Ingredients are subject to change at the manufacturer&rsquo;s discretion.</p> <p>For the most complete and up-to-date list of ingredients, refer to the product packaging.</p> </div>"
BTW020,"<div id=""how-to-text""> <p>1) After cleansing, prep the skin with the Quad Active Boosting Essence.<br />2) Apply an appropriate amount of the moisturizer over the face.<br />3) Apply Sulfur 3% Clean Gel on acne spots by using cotton swabs at the last step of skincare.</p> </div> <div id=""ingredients-text""> <p>Please refer to the individual product.</p> <p></p><p>Ingredients are subject to change at the manufacturer&rsquo;s discretion.</p> <p>For the most complete and up-to-date list of ingredients, refer to the product packaging.</p> </div>"
KLR047,"<div id=""how-to-text""> <p>After cleansing, spray 2-3 spritz on the whole face at a distance of 20cm. Use at any time of day to soothe, refresh and moisturize the skin.<br />*Recommended to use the Ampule Mist as a toner during the skincare step.</p> <p>Follow up with a moisturiser.</p> <p></p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p> </div> <div id=""ingredients-text""> <p><span style=""text-decoration: underline;"">Klairs Fundamental Ampule Mist</span><br />Camellia Sinensis Leaf Water, Butylene Glycol, Glycerin, Luffa Cylindrica Fruit Extract, Oryza Sativa (Rice) Extract, Hibiscus Esculentus Fruit Extract, Betaine, Trehalose, 1,2-Hexanediol, Aqua(Water), Artemisia Princeps Extract, Panthenol, Sorbitol, Sorbitan Sesquioleate, Ethylhexylglycerin, Laminaria Japonica Extract, Sodium Hyaluronate, Hydroxyethylcellulose, Disodium EDTA, Hydrogenated Lecithin, Ceramide NP</p> <p><span style=""text-decoration: underline;"">Klairs Fundamental Water Gel Cream</span></p> <p>Camellia Sinensis Leaf Water, Butylene Glycol, Glycerin, Aqua (Water), Ethylhexyl Palmitate, Cetyl Ethylhexanoate, 1,2-Hexanediol, Pentaerythrityl Tetraethylhexanoate, Panthenol, Oryza Sativa (Rice) Extract, HibiscusEsculentus Fruit Extract, Camellia Sinensis Leaf Extract, Laminaria Japonica Extract, Artemisia Vulgaris Extract, Centella Asiatica Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Phytosphingosine, Caproyl Sphingosine, Tocopherol, Glyceryl glucoside, Hydrolyzed Hyaluronic Acid, Trehalose, Jojoba Esters, Helianthus Annuus (Sunflower) Seed Oil, Hydrolyzed Jojoba Esters, Glyceryl Acrylate/Acrylic Acid Copolymer, Cetyl Alcohol, Hydrogenated Lecithin, Ammonium Acryloyldimethyltaurate/VP Copolymer, Hydrogenated Polydecene, Ethylhexylglycerin, Cyclohexasiloxane</p> <p></p><p>Ingredients are subject to change at the manufacturer&rsquo;s discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p> </div>"
HMS0005,"<div id=""how-to-text""> <p>Apply an appropriate amount to the skin around the eyes. Pat gently into the skin until fully absorbed.</p> <p></p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p> </div> <div id=""ingredients-text""> <p>Water, Butylene Glycol, Ecklonia Cava Extract, Undaria Pinnatifida Extract, Hizikia Fusiforme Extract, Laminaria Japonica Extract, Glycerin,Cetearyl Alcohol, Caprylic/​Capric Triglyceride, Cetyl Ethylhexanoate,Hydrogenated Polydecene, Macadamia Ternifolia Seed Oil, Niacinamide, Cyclopentasiloxane, Glycol Palmitate, Glycol Stearate Se, 1,2-Hexanediol, Hydrogenated Vegetable Oil, Butyrospermum Parkii (Shea) Butter, Glyceryl Stearate, Cyclohexasiloxane, Sodium Hyaluronate,Beta-Glucan, Leontopodium Alpinum Callus Culture Extract, Agarum Cribosum Extract, Codium Fragile Extract, Codium Tomentosum Extract,Enteromorpha Compressa Extract, Laminaria Cloustoni Extract, Laminaria Digitata Extract, Porphyra Yezoensis Extract, Solidago Virgaurea (Goldenrod) Extract, Ulva Lactuca Extract, Copper Tripeptide-1, Ethylhexylglycerin,Acetyl Hexapeptide-8, Adenosine, Trehalose, Tocopheryl Acetate,Sorbitan Olivate, Sorbitan Palmitate, Dipropylene Glycol, Titanium Dioxide, Glycol, Ci 77288, Palmitic Acid, Sorbitan Isostearate, Ci 77492, Ci 77499, Stearic Acid, Aluminum Starch Octenylsuccinate,Hydrogenated Lecithin, Cetyl Palmitate, Dimethicone,Hydroxyacetophenone, Polyacrylate-13, PEG-100 Stearate,Polyisobutene, Polysorbate 20, Butylphenyl Methylpropional, Linalool, Fragrance, Disodium EDTA</p> <p></p><p>Ingredients are subject to change at the manufacturer&rsquo;s discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p> </div>"
BNT0016,"<div id=""how-to-text""> <p>After cleansing, toning, and using treatment products, dispense the cream into the palm of the hand. Smooth or pat over skin, until fully absorbed. Follow with SPF during the day or use it as your last skincare step at night.</p> <p></p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p> </div> <div id=""ingredients-text""> <p>Aqua (Water), Butylene Glycol, Snail Secretion Filtrate, Glycerin, Cetyl Ethylhexanoate, Niacinamide, Behenyl Alcohol, 1,2-Hexanediol, Cetearyl Olivate, Palmitic Acid, Sorbitan Olivate, Simmondsia, Chinensis (Jojoba) Seed Oil, Helianthus Annuus (Sunflower) Seed Oil, Carthamus Tinctorius (Safflower) Seed Oil, Argania Spinosa Kernel Oil, Sodium Hyaluronate, Plantago Asiatica Extract, Diospyros Kaki Leaf Extract, Salix Alba (Willow) Bark Extract, Ulmus Campestris (Elm) Extract, Laminaria Digitata Extract, Tocopheryl Acetate, sh-Oligopeptide-1, Glyceryl Stearate, Stearic Acid, Lauric Acid, Myristic Acid, Carbomer, Urea, Arginine, Adenosine, Bee Venom, Pentylene Glycol, Zanthoxylum Piperitum Fruit Extract, Pulsatilla Koreana Extract, Usnea Barbata (Lichen) Extract, Polysorbate 20, Lecithin</p> <p></p><p>Ingredients are subject to change at the manufacturer&rsquo;s discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p> </div>"
BNT0017,"<div id=""how-to-text""> <p>After toning, dispense three to four drops onto clean hands and gently pat onto the face to absorb. Follow up with a moisturizer.</p> <p>&nbsp;</p> <p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p> </div> <div id=""ingredients-text""> <p>Saccharomyces/Snail Secretion Filtrate Ferment Filtrate, Melaleuca Alternifolia (Tea Tree) Leaf Water, Aqua (Water), Camellia Sinensis Leaf Water, Butylene Glycol, 1,2-Hexanediol, Niacinamide, Glycerin, Pentylene Glycol, Aloe Barbadensis Leaf Juice Powder, Sodium Hyaluronate, Chamaecyparis Obtusa Leaf Extract, Diospyros Kaki Leaf Extract, Ulmus Campestris (Elm) Bark Extract, Plantago Asiatica Extract, Laminaria Digitata Extract, Salix Alba (Willow) Bark Extract, Aloe Barbadensis Leaf Extract, Althaea Rosea Root Extract, Allantoin, Adenosine, Bee Venom, Beta-Glucan, Betaine, Panthenol, Citric Acid, Caprylyl Glycol, Xanthan Gum</p> <p>&nbsp;</p> <p>Ingredients are subject to change at the manufacturer&rsquo;s discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p> </div>"
SAP001,"<div id=""how-to-text""> <p>Tip 1: Apply a product on a cotton pad and gently sweep across the face. It can be used:<br />- to remove remaining impurities after cleansing<br />- as a way to freshen up your face during the day</p> <p>Tip 2: Apply a product directly on your clean hands. Then gently pat your face.<br />- As a toner before application of the rest of your skincare products</p> <p>Follow up with a serum and a moisturiser.</p> <p></p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p> </div> <div id=""ingredients-text""> <p>Water, Rosa Damascena Flower Water, Hamamelis Virginiana (Witch Hazel) Water, Butylene Glycol,Propanediol, PEG-7 Caprylic/Capric Glycerides, Pentylene Glycol, Citrus Aurantium Dulcis (Orange) Fruit Extract, Xylitol, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Olea Europaea (Olive) Fruit Oil,Citrus Aurantium Dulcis (Orange) Oil, Citrus Grandis (Grapefruit) Peel Oil, Lavandula Angustifolia (Lavender) Oil, Cedrus Atlantica Bark Oil, Pelargonium Graveolens Flower Oil, Carica Papaya (Papaya) Fruit Water, Jasminum Officinale (Jasmine) Oil, Illicium Verum (Anise) Fruit/Seed Oil, Artemisia Absinthium Extract, Rose Flower Oil, Ferula Galbaniflua (Galbanum) Resin Oil, Thuja Occidentalis Leaf Extract, Eucalyptus Globulus Leaf Extract, Lavandula Angustifolia (Laveder)Flower/Leaf/Stem Extract, Melaleuca Alternifolia (Tea Tree) Leaf Extract, Melissa Officinalis Leaf Extract, Mentha Piperita(Peppermint) Leaf Extract, Mentha Rotundifolia Leaf Extract, Mentha Spicata Flower/Leaf/Stem Extract, Origanum Majorana Leaf Extract, OriganumVulgare Leaf Extract, Pelargonium Graveolens Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Thymus Vulgaris (Thyme) Leaf Extract, Glycerin, Decyl Glucoside, 1,2-Hexanediol, PEG-40 Hydrogenated Castor Oil, PPG-26-Buteth-26, Sodium Chloride, Ethylhexylglycerin, Sodium Citrate, Citric Acid, Octanediol, Copaifera Officinalis (Balsam Copaiba) Resin, Protease, Alcohol Denat., Alcohol, Phenoxyethanol</p> <p></p><p>Ingredients are subject to change at the manufacturer&rsquo;s discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p> </div>"
DAL001,"<div id=""how-to-text""> <p>Shake well to combine the upper oil layer and the lower water layer of the spray. Hold at least 10 centimeters away and spritz evenly across the face 4-5 times before gently patting the product in for absorption. Use after moisturizer in your nighttime routine or throughout the day for a pick-me-up.</p> <p></p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p> </div> <div id=""ingredients-text""> <p>WATER, DIPROPYLENE GLYCOL, NEOPENTYL GLYCOL DIHEPTANOATE, 1,2-HEXANEDIOL, NIACINAMIDE, SORBITOL, HYDROXYETHYL UREA, PERSEA GRATISSIMA (AVOCADO) OIL, SALVIA HISPANICA SEED EXTRACT, OCIMUM BASILICUM (BASIL) FLOWER/LEAF/STEM EXTRACT, BETAINE, AVENA SATIVA (OAT) KERNEL EXTRACT, BUTYLENE GLYCOL, TUBER MAGNATUM EXTRACT, GLYCERIN, FRAGRANCE, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, VEGETABLE OIL, TOCOPHERYL ACETATE, DISODIUM EDTA, DIPOTASSIUM GLYCYRRHIZATE, ADENOSINE, SODIUM PALMITOYL PROLINE, BIFIDA FERMENT LYSATE, NYMPHAEA ALBA FLOWER EXTRACT, SODIUM HYALURONATE, ALCOHOL, GLYCINE SOJA (SOYBEAN) OIL, VERONICA OFFICINALIS EXTRACT, PRIMULA VERIS EXTRACT, MENTHA PIPERITA (PEPPERMINT) LEAF EXTRACT, MELISSA OFFICINALIS LEAF EXTRACT, MALVA SYLVESTRIS (MALLOW) EXTRACT, ALCHEMILLA VULGARIS EXTRACT, ACHILLEA MILLEFOLIUM EXTRACT, SAUSSUREA INVOLUCRATA EXTRACT, PANAX GINSENG ROOT EXTRACT, NELUMBO NUCIFERA FLOWER EXTRACT, MORUS ALBA BARK EXTRACT, LILIUM CANDIDUM FLOWER EXTRACT, LEONTOPODIUM ALPINUM EXTRACT, HOUTTUYNIA CORDATA EXTRACT, FREESIA REFRACTA EXTRACT, CARBOMER, BELLIS PERENNIS (DAISY) FLOWER EXTRACT, ARGININE, POTASSIUM SORBATE, BIXA ORELLANA SEED EXTRACT, SODIUM HYDROXIDE, TOCOPHEROL</p> <p></p><p>Ingredients are subject to change at the manufacturer&rsquo;s discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p> </div>"
DAL002,"<div id=""how-to-text""> <p>Shake well to combine the upper oil layer and the lower water layer of the spray. Hold at least 10 centimeters away and spritz evenly across the face 4-5 times before gently patting the product in for absorption. Use after moisturizer in your nighttime routine or throughout the day for a pick-me-up.</p> <p></p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p> </div> <div id=""ingredients-text""> <p>Water, Dipropylene Glycol, Neopentyl Glycol Diheptanoate, 1,2-Hexanediol, Niacinamide, Sorbitol, Hydroxyethyl Urea, Persea Gratissima (Avocado) Oil, Salvia Hispanica Seed Extract, Ocimum Basilicum (Basil) Flower/​Leaf/​Stem Extract, Betaine, Avena Sativa (Oat) Kernel Extract, Butylene Glycol, Tuber Magnatum Extract, Glycerin, Fragrance, Helianthus Annuus (Sunflower) Seed Oil, Vegetable Oil, Tocopheryl Acetate, Disodium EDTA, Dipotassium Glycyrrhizate, Adenosine, Sodium Palmitoyl Proline, Bifida Ferment Lysate, Nymphaea Alba Flower Extract, Sodium Hyaluronate, Alcohol, Glycine Soja (Soybean) Oil, Veronica Officinalis Extract, Primula Veris Extract, Mentha Piperita (Peppermint) Leaf Extract, Melissa Officinalis Leaf Extract, Malva Sylvestris (Mallow) Extract, Alchemilla Vulgaris Extract, Achillea Millefolium Extract, Saussurea Involucrata Extract, Panax Ginseng Root Extract, Nelumbo Nucifera Flower Extract, Morus Alba Bark Extract, Lilium Candidum Flower Extract, Leontopodium Alpinum Extract, Houttuynia Cordata Extract, Freesia Refracta Extract, Carbomer, Bellis Perennis (Daisy) Flower Extract, Arginine, Potassium Sorbate, Bixa Orellana Seed Extract, Sodium Hydroxide, Tocopherol</p> <p></p><p>Ingredients are subject to change at the manufacturer&rsquo;s discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p> </div>"
